nombre,posicion,estadisticas,logros
Magic Johnson,Base,"{'temporadas': 13, 'puntos_totales': 17707, 'promedio_puntos_por_partido': 19.5, 'rebotes_totales': 6559, 'promedio_rebotes_por_partido': 7.2, 'asistencias_totales': 10141, 'promedio_asistencias_por_partido': 11.2, 'robos_totales': 1724, 'bloqueos_totales': 374, 'porcentaje_tiros_de_campo': 52, 'porcentaje_tiros_libres': 84.8, 'porcentaje_tiros_triples': 30.3}","['5 veces campeón de la NBA', '3 veces MVP de la NBA', '12 veces All-Star', 'Miembro del Salon de la Fama del Baloncesto']"
