Nombre,Posición,Temporadas,Puntos totales,Promedio de puntos por partido,Rebotes totales,Promedio de rebotes por partido,Asistencias totales,Promedio de asistencias por partido,Robos totales,Bloqueos totales,Porcentaje de tiros de campo,Porcentaje de tiros libres,Porcentaje de tiros triples
Charles Barkley,Ala-Pivot,16,23757,22.1,12546,11.7,4215,3.9,1645,888,54,73.5,26.6
